IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
11316,M,M,3,0,Graduate Degree,Management,1,2,5-10 Miles,North America,1,56,60000
11317,S,F,3,0,Partial College,Professional,0,2,5-10 Miles,North America,1,52,40000
11318,S,F,3,0,Partial College,Professional,0,2,1-2 Miles,North America,0,57,40000
11319,M,F,4,0,Graduate Degree,Management,0,2,1-2 Miles,North America,1,67,70000
11320,M,F,4,0,Graduate Degree,Management,1,2,5-10 Miles,North America,0,72,80000
11321,M,M,5,0,Bachelors,Management,1,2,5-10 Miles,North America,0,71,90000
11322,M,F,5,0,Bachelors,Management,1,2,5-10 Miles,North America,0,72,90000
11323,S,M,2,4,Graduate Degree,Management,1,3,5-10 Miles,North America,1,71,120000
11324,M,M,5,0,Bachelors,Management,1,2,1-2 Miles,North America,1,70,90000
11325,S,M,5,0,Bachelors,Management,1,2,5-10 Miles,North America,1,70,90000
11326,M,M,2,3,Bachelors,Management,1,4,0-1 Miles,North America,1,70,130000
11327,M,M,5,0,Bachelors,Management,1,2,5-10 Miles,North America,1,70,90000
11328,M,M,5,0,Bachelors,Management,1,2,5-10 Miles,North America,1,70,90000
11329,S,M,5,0,Bachelors,Management,1,2,5-10 Miles,North America,1,69,90000
11330,M,M,2,4,Graduate Degree,Management,1,1,2-5 Miles,North America,0,69,110000
11331,M,F,4,4,Partial College,Skilled Manual,1,2,1-2 Miles,North America,0,41,90000
11332,S,F,1,0,Graduate Degree,Manual,1,0,0-1 Miles,Europe,1,47,10000
11333,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,47,20000
11334,M,F,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,49,10000
11335,M,F,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,37,10000
11336,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,42,20000
11337,M,M,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,48,10000
11338,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,43,20000
11339,S,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,48,20000
11340,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,68,10000
11341,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,73,20000
11342,M,M,5,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,42,30000
11343,M,M,1,0,Bachelors,Manual,1,0,0-1 Miles,Europe,1,40,10000
11344,M,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,1,52,10000
11345,S,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,1,53,10000
11346,S,F,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,1,49,10000
11347,M,M,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,0,43,10000
11348,M,M,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,0,54,10000
11349,M,F,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,0,50,10000
11350,M,F,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,73,30000
11351,S,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,65,20000
11352,M,M,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,0,70,10000
11353,S,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,68,30000
11354,M,F,1,0,Partial College,Manual,1,0,0-1 Miles,Europe,0,68,20000
11355,M,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,67,40000
11356,S,M,0,0,Partial College,Manual,0,1,2-5 Miles,Pacific,1,29,10000
11357,S,M,0,0,Partial College,Manual,0,1,2-5 Miles,Pacific,1,31,10000
11358,S,F,0,0,Partial College,Manual,0,1,0-1 Miles,Pacific,1,31,10000
11359,S,M,0,0,Partial College,Manual,0,1,0-1 Miles,Pacific,1,31,10000
11360,S,M,0,0,Partial College,Manual,1,1,2-5 Miles,Pacific,1,31,10000
11361,M,F,0,0,High School,Manual,1,2,0-1 Miles,Pacific,0,32,10000
11362,M,M,0,0,High School,Manual,0,2,0-1 Miles,Pacific,0,32,10000
11363,S,M,0,0,High School,Manual,0,2,0-1 Miles,Pacific,1,32,10000
11364,S,F,1,1,High School,Manual,0,0,2-5 Miles,Pacific,1,30,10000
11365,S,F,1,1,High School,Manual,0,0,1-2 Miles,Pacific,1,30,10000
11366,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,0,30,20000
11367,M,M,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,0,31,20000
11368,S,M,1,1,High School,Manual,0,0,1-2 Miles,Pacific,1,31,10000
11369,M,F,0,0,Bachelors,Clerical,0,0,0-1 Miles,Pacific,0,31,20000
11370,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,0,31,20000
11371,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,0,31,20000
11372,S,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Pacific,1,31,20000
11373,M,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,61,30000
11374,S,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,66,30000
11375,M,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,66,30000
11376,S,M,1,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,66,40000
11377,M,M,4,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,49,30000
11378,S,F,1,1,High School,Manual,0,1,2-5 Miles,Europe,1,49,10000
11379,M,M,1,1,High School,Manual,1,1,2-5 Miles,Europe,1,39,10000
11380,S,M,2,0,Partial College,Manual,1,1,1-2 Miles,Europe,1,51,20000
11381,M,F,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,1,45,20000
11382,M,M,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,1,41,20000
11383,M,F,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,0,49,30000
11384,M,F,3,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,43,30000
11385,S,M,3,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,44,30000
11386,M,F,3,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,43,30000
11387,S,F,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,50,40000
11388,M,M,3,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,50,40000
11389,S,M,1,1,High School,Manual,0,1,2-5 Miles,Europe,0,34,10000
11390,S,F,1,1,High School,Manual,0,1,2-5 Miles,Europe,0,39,10000
11391,S,F,2,2,High School,Manual,1,0,0-1 Miles,Europe,0,39,10000
11392,S,M,2,2,High School,Manual,1,0,0-1 Miles,Europe,0,34,10000
11393,S,M,2,2,High School,Manual,1,0,0-1 Miles,Europe,0,41,10000
11394,S,M,2,2,High School,Manual,1,0,0-1 Miles,Europe,1,40,10000
11395,S,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,39,30000
11396,M,M,2,2,High School,Manual,0,1,0-1 Miles,Europe,0,40,10000
11397,S,F,0,0,Partial College,Manual,0,1,0-1 Miles,Europe,0,40,20000
11398,S,M,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,40,30000
11399,S,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,40,30000
11400,S,M,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,35,40000
11401,M,F,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,40,40000
11402,M,F,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,40,40000
11403,S,F,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,35,40000
11404,S,F,3,0,Partial College,Manual,0,2,0-1 Miles,Europe,0,58,10000
11405,S,F,3,0,Partial College,Manual,0,2,0-1 Miles,Europe,0,58,10000
11406,M,F,2,0,Partial College,Manual,1,1,2-5 Miles,Europe,1,57,20000
11407,M,M,2,0,Partial College,Manual,1,1,0-1 Miles,Europe,0,57,20000
11408,M,M,2,1,High School,Manual,0,2,0-1 Miles,Europe,0,51,10000
11409,S,F,2,2,High School,Manual,1,1,0-1 Miles,Europe,1,36,10000
11410,M,M,1,1,Partial College,Manual,1,0,2-5 Miles,Europe,1,41,20000
11411,M,M,3,2,Partial College,Professional,0,1,2-5 Miles,Europe,0,56,80000
11412,S,F,4,2,Partial College,Professional,1,1,10+ Miles,Europe,1,55,80000
11413,M,F,4,2,Partial College,Professional,0,1,2-5 Miles,Europe,1,55,80000
11414,S,M,4,2,Partial College,Professional,1,1,10+ Miles,Europe,1,56,80000
11415,S,M,5,0,Partial College,Professional,0,2,10+ Miles,Europe,0,65,90000
11416,M,F,3,1,Partial High School,Skilled Manual,1,4,2-5 Miles,Europe,1,65,60000
11417,M,F,5,1,High School,Professional,1,2,10+ Miles,Europe,1,65,70000
11418,S,M,5,0,Partial College,Professional,0,2,10+ Miles,Europe,0,65,90000
11419,M,M,3,4,Graduate Degree,Management,1,4,0-1 Miles,Europe,0,65,150000
11420,M,M,2,3,Bachelors,Management,1,4,10+ Miles,Europe,1,63,100000
11421,M,F,3,4,Bachelors,Management,1,4,5-10 Miles,Europe,1,63,110000
11422,M,M,4,4,Bachelors,Management,1,3,5-10 Miles,Europe,1,63,170000
11423,M,F,4,2,Partial College,Professional,0,1,2-5 Miles,Europe,1,55,80000
11424,M,F,4,2,Partial College,Professional,1,2,10+ Miles,Europe,0,50,80000
11425,M,F,4,2,High School,Professional,1,2,10+ Miles,Europe,1,50,90000
11426,M,M,3,4,Bachelors,Management,1,4,10+ Miles,Europe,0,56,110000
11427,M,F,2,5,Partial College,Professional,1,2,10+ Miles,Europe,1,56,110000
11428,S,F,2,5,Bachelors,Management,1,2,10+ Miles,Europe,1,56,120000
11429,M,M,4,1,Partial College,Professional,1,2,10+ Miles,Europe,1,57,80000
11430,M,F,4,1,High School,Professional,1,2,10+ Miles,Europe,0,58,90000
11431,M,M,4,5,Partial College,Professional,1,2,10+ Miles,Europe,1,40,110000
11432,M,F,4,2,High School,Professional,1,2,10+ Miles,Europe,1,58,80000
11433,M,M,5,2,High School,Professional,0,2,2-5 Miles,Europe,1,58,80000
11434,M,M,5,5,Partial College,Professional,1,4,0-1 Miles,Europe,0,53,170000
11435,S,F,3,4,Partial College,Management,1,4,10+ Miles,Europe,0,60,100000
11436,M,F,3,5,Partial College,Management,0,4,10+ Miles,Europe,0,59,160000
11437,M,M,4,1,High School,Management,1,3,10+ Miles,Europe,0,60,90000
11438,M,F,4,5,High School,Management,1,4,0-1 Miles,Europe,0,60,130000
11439,M,F,4,1,High School,Management,0,3,5-10 Miles,Europe,1,61,90000
11440,M,M,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,0,62,80000
11441,M,F,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,0,62,90000
11442,M,M,5,0,Partial High School,Skilled Manual,1,2,10+ Miles,Europe,0,62,90000
11443,S,F,0,0,Bachelors,Professional,0,4,2-5 Miles,Pacific,1,33,60000
11444,M,F,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,1,33,70000
11445,S,F,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,35,70000
11446,S,F,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,35,70000
11447,M,F,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,1,35,70000
11448,S,M,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,1,34,80000
11449,M,M,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,1,35,80000
11450,S,M,4,5,High School,Management,1,4,0-1 Miles,Pacific,1,34,130000
11451,S,M,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,1,35,70000
11452,S,F,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,36,80000
11453,S,M,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,31,80000
11454,S,F,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,35,80000
11455,M,M,0,5,High School,Management,1,2,10+ Miles,Pacific,1,35,100000
11456,M,M,5,5,Partial High School,Professional,1,4,10+ Miles,Pacific,1,35,120000
11457,M,F,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,1,36,90000
11458,M,F,0,5,High School,Management,1,2,10+ Miles,Pacific,0,36,100000
11459,S,F,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,37,80000
11460,S,M,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,31,90000
11461,S,M,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,38,90000
11462,M,F,0,5,High School,Management,1,4,10+ Miles,Pacific,1,38,110000
11463,M,F,0,5,High School,Management,0,4,10+ Miles,Pacific,0,38,110000
11464,M,M,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,1,38,90000
11465,M,M,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,1,39,90000
11466,M,M,0,5,Partial High School,Management,1,4,10+ Miles,Pacific,0,38,150000
11467,M,M,1,5,Graduate Degree,Management,1,4,0-1 Miles,Pacific,0,40,170000
11468,M,F,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,1,34,40000
11469,S,M,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,0,36,10000
11470,S,M,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,1,36,20000
11471,S,F,0,0,Partial College,Clerical,1,1,2-5 Miles,Europe,0,36,30000
11472,S,M,3,2,Bachelors,Professional,1,2,5-10 Miles,Pacific,1,46,60000
11473,S,F,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,0,29,20000
11474,S,M,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,0,30,20000
11475,S,M,0,0,High School,Manual,0,1,1-2 Miles,Europe,0,31,30000
11476,M,F,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,0,35,40000
11477,S,M,0,0,High School,Manual,0,1,1-2 Miles,Europe,0,31,30000
11478,S,M,0,0,High School,Manual,0,1,2-5 Miles,Europe,0,31,30000
11479,M,M,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,1,36,40000
11480,M,F,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,1,31,40000
11481,M,F,1,1,Bachelors,Skilled Manual,1,0,1-2 Miles,Europe,1,36,40000
11482,S,F,0,0,High School,Manual,0,1,1-2 Miles,Europe,1,37,30000
11483,M,M,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,Europe,1,32,40000
11484,S,M,2,2,Partial College,Clerical,1,0,0-1 Miles,Europe,1,32,40000
11485,M,M,2,2,Partial College,Clerical,0,0,0-1 Miles,Europe,1,37,40000
11486,S,F,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,0,33,10000
11487,S,F,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,0,38,10000
11488,S,M,0,0,Partial High School,Manual,1,2,1-2 Miles,Europe,1,38,20000
11489,S,F,0,0,Partial High School,Manual,0,2,1-2 Miles,Europe,1,39,20000
11490,S,M,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,0,39,20000
11491,M,M,0,0,Partial High School,Manual,0,2,0-1 Miles,Europe,1,33,20000
11492,S,M,0,0,High School,Manual,0,1,2-5 Miles,Europe,1,32,30000
11493,S,F,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,1,39,40000
11494,S,M,2,2,Partial College,Clerical,1,0,1-2 Miles,Europe,1,39,40000
11495,S,M,2,2,Partial College,Clerical,1,1,1-2 Miles,Europe,0,38,40000
11496,S,M,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,1,39,40000
11497,S,F,2,2,Partial College,Clerical,1,2,1-2 Miles,Europe,0,33,40000
11498,S,M,3,3,Partial College,Clerical,1,2,1-2 Miles,North America,0,36,40000
11499,S,M,3,3,Partial College,Clerical,1,2,1-2 Miles,North America,0,35,40000
11500,S,F,0,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,0,35,40000
11501,S,F,3,3,Partial College,Clerical,1,2,1-2 Miles,North America,0,34,40000
11502,S,M,4,4,Partial College,Clerical,1,1,0-1 Miles,North America,0,35,40000
11503,M,M,1,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,79,50000
11504,M,F,1,0,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,78,40000
11505,S,F,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,43,60000
11506,S,M,0,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,0,43,60000
11507,S,F,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,43,60000
11508,S,F,0,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,0,43,60000
11509,M,F,1,0,Bachelors,Skilled Manual,1,1,5-10 Miles,North America,0,51,30000
11510,M,M,1,0,Bachelors,Skilled Manual,1,1,1-2 Miles,North America,0,56,30000
11511,M,M,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,51,30000
11512,S,F,3,0,Partial High School,Manual,1,2,1-2 Miles,North America,1,39,20000
11513,S,F,3,0,Partial High School,Manual,0,2,1-2 Miles,North America,1,50,20000
11514,M,M,1,0,High School,Clerical,1,1,2-5 Miles,North America,0,50,30000
11515,M,F,1,0,High School,Clerical,1,1,2-5 Miles,North America,1,56,30000
11516,M,F,1,0,High School,Clerical,1,1,2-5 Miles,North America,1,38,30000
11517,M,F,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,0,55,40000
11518,M,M,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,0,54,40000
11519,M,M,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,0,55,40000
11520,M,F,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,0,54,40000
11521,M,F,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,0,37,40000
11522,M,M,5,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,43,80000
11523,M,M,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,1,53,40000
11524,M,F,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,0,54,40000
11525,M,F,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,1,54,40000
11526,M,F,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,1,42,40000
11527,M,F,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,0,53,40000
11528,M,F,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,1,47,40000
11529,M,M,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,1,52,40000
11530,M,M,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,0,52,40000
11531,M,F,1,0,Partial College,Clerical,1,1,0-1 Miles,North America,1,53,40000
11532,M,F,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,0,53,40000
11533,M,F,1,0,Partial College,Clerical,1,1,1-2 Miles,North America,0,47,40000
11534,S,M,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,51,60000
11535,M,M,4,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,51,60000
11536,M,M,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,46,60000
11537,M,M,4,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,52,60000
11538,S,F,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,1,50,60000
11539,M,M,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,45,60000
11540,S,M,4,0,Graduate Degree,Skilled Manual,1,0,1-2 Miles,North America,1,45,60000
11541,S,M,4,0,Graduate Degree,Skilled Manual,0,0,0-1 Miles,North America,1,50,60000
11542,S,M,1,1,Partial College,Manual,0,0,0-1 Miles,Europe,0,36,20000
11543,M,F,1,1,Partial College,Manual,1,1,2-5 Miles,Europe,0,42,20000
11544,M,M,1,0,Bachelors,Clerical,1,0,1-2 Miles,Europe,0,36,30000
11545,M,M,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,42,30000
11546,M,F,1,1,Bachelors,Clerical,1,0,2-5 Miles,Europe,1,42,30000
11547,M,F,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,36,40000
11548,S,M,0,0,Graduate Degree,Clerical,1,0,0-1 Miles,Europe,1,41,40000
11549,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,36,40000
11550,S,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,1,36,40000
11551,S,M,3,3,High School,Manual,1,1,0-1 Miles,Europe,0,37,10000
11552,S,M,1,1,Partial College,Manual,0,1,1-2 Miles,Europe,0,42,20000
11553,M,F,1,1,Partial College,Manual,1,1,2-5 Miles,Europe,0,42,20000
11554,S,F,4,0,High School,Manual,1,2,0-1 Miles,Europe,0,83,10000
11555,M,F,1,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,78,40000
11556,M,M,1,1,Partial College,Manual,1,1,2-5 Miles,Europe,0,42,20000
11557,S,F,1,1,Bachelors,Clerical,0,0,1-2 Miles,Europe,0,43,30000
11558,S,M,1,1,Bachelors,Clerical,0,0,0-1 Miles,Europe,0,42,30000
11559,S,M,1,1,Bachelors,Clerical,0,1,0-1 Miles,Europe,0,36,30000
11560,S,F,1,1,Bachelors,Clerical,0,1,1-2 Miles,Europe,0,37,30000
11561,S,F,5,5,Partial High School,Manual,1,2,0-1 Miles,Europe,1,43,10000
11562,M,M,1,1,High School,Manual,1,1,2-5 Miles,Europe,0,43,20000
11563,S,M,1,1,High School,Manual,0,1,2-5 Miles,Europe,0,44,20000
11564,S,M,1,1,High School,Manual,0,2,0-1 Miles,Europe,1,43,20000
11565,S,M,2,2,High School,Manual,1,0,0-1 Miles,Europe,0,43,20000
11566,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,42,40000
11567,M,F,0,0,Bachelors,Clerical,1,0,0-1 Miles,Europe,0,37,40000
11568,S,F,2,2,High School,Manual,1,0,0-1 Miles,Europe,1,43,20000
11569,M,M,1,1,Bachelors,Clerical,1,1,2-5 Miles,Europe,0,38,30000
11570,M,F,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,1,44,30000
11571,M,M,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,1,43,30000
11572,M,M,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,1,38,30000
11573,S,F,2,2,High School,Manual,1,1,0-1 Miles,Europe,0,38,20000
11574,S,F,2,2,High School,Manual,1,1,0-1 Miles,Europe,0,44,20000
11575,S,M,2,2,High School,Manual,1,2,0-1 Miles,Europe,1,44,20000
11576,M,M,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,1,45,30000
11577,M,F,1,1,Bachelors,Skilled Manual,1,2,0-1 Miles,Europe,1,44,30000
11578,S,F,3,2,Partial High School,Manual,1,2,0-1 Miles,Europe,1,45,10000
11579,S,M,3,3,High School,Manual,1,1,0-1 Miles,Europe,0,34,20000
11580,M,M,1,0,Bachelors,Skilled Manual,1,1,2-5 Miles,Europe,0,76,30000
11581,M,F,0,0,Bachelors,Professional,1,0,0-1 Miles,Europe,0,43,40000
11582,S,F,2,2,Partial College,Clerical,1,0,0-1 Miles,Europe,1,41,30000
11583,S,F,2,2,Partial College,Clerical,1,0,0-1 Miles,Europe,1,44,30000
11584,M,M,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,0,44,40000
11585,M,F,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,0,39,40000
11586,M,M,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,0,44,40000
11587,S,M,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,1,39,30000
11588,M,F,2,2,Partial College,Clerical,0,2,0-1 Miles,Europe,1,45,30000
11589,M,F,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,0,40,40000
11590,S,F,2,2,Partial College,Clerical,1,2,0-1 Miles,Europe,1,35,30000
11591,S,F,3,3,Partial College,Clerical,1,0,0-1 Miles,Europe,1,46,30000
11592,S,M,0,0,High School,Manual,0,1,2-5 Miles,Europe,1,31,20000
11593,S,M,0,0,High School,Manual,1,1,2-5 Miles,Europe,1,33,20000
11594,S,M,4,4,High School,Manual,1,2,0-1 Miles,Europe,0,30,20000
11595,S,M,5,5,High School,Manual,1,3,0-1 Miles,Europe,0,30,20000
11596,M,M,1,0,Bachelors,Skilled Manual,1,0,0-1 Miles,Europe,0,46,40000
11597,S,F,3,3,Partial College,Clerical,1,2,0-1 Miles,Europe,0,32,30000
11598,S,F,3,3,Partial College,Clerical,1,3,0-1 Miles,Europe,1,31,30000
